ligand_file_name,ligand_SMILES,ligand_stoichiometry,ligand_number_of_atoms,ligand_charge,ligand_multiplicity,ligand_convergence_criteria,ligand_dipole,ligand_molar_mass,ligand_molar_volume,ligand_electronic_spatial_extent,ligand_homo_energy,ligand_lumo_energy,ligand_electronegativity,ligand_hardness,ligand_electrophilicity,ligand_E_scf,ligand_zero_point_correction,ligand_E_thermal_correction,ligand_H_thermal_correction,ligand_G_thermal_correction,ligand_E_zpe,ligand_E,ligand_H,ligand_G,ligand_ES_root_dipole,ligand_ES_root_molar_volume,ligand_ES_root_electronic_spatial_extent,ligand_ES1_transition,ligand_ES1_osc_strength,ligand_ES1_<S**2>,ligand_ES2_transition,ligand_ES2_osc_strength,ligand_ES2_<S**2>,ligand_ES3_transition,ligand_ES3_osc_strength,ligand_ES3_<S**2>,ligand_ES4_transition,ligand_ES4_osc_strength,ligand_ES4_<S**2>,ligand_ES5_transition,ligand_ES5_osc_strength,ligand_ES5_<S**2>,ligand_ES6_transition,ligand_ES6_osc_strength,ligand_ES6_<S**2>,ligand_ES7_transition,ligand_ES7_osc_strength,ligand_ES7_<S**2>,ligand_ES8_transition,ligand_ES8_osc_strength,ligand_ES8_<S**2>,ligand_ES9_transition,ligand_ES9_osc_strength,ligand_ES9_<S**2>,ligand_ES10_transition,ligand_ES10_osc_strength,ligand_ES10_<S**2>,ligand_c_min_atom_number,ligand_c_min_atom,ligand_c_min_atom=N,ligand_c_min_atom=C,ligand_c_min_atom=O,ligand_c_min_Mulliken_charge,ligand_c_min_APT_charge,ligand_c_min_NPA_charge,ligand_c_min_NPA_core,ligand_c_min_NPA_valence,ligand_c_min_NPA_Rydberg,ligand_c_min_NPA_total,ligand_c_min_NMR_shift,ligand_c_min_NMR_anisotropy,ligand_c_min_ES_root_Mulliken_charge,ligand_c_min_ES_root_NPA_charge,ligand_c_min_ES_root_NPA_core,ligand_c_min_ES_root_NPA_valence,ligand_c_min_ES_root_NPA_Rydberg,ligand_c_min_ES_root_NPA_total,ligand_c_min+1_atom_number,ligand_c_min+1_atom,ligand_c_min+1_atom=C,ligand_c_min+1_atom=O,ligand_c_min+1_Mulliken_charge,ligand_c_min+1_APT_charge,ligand_c_min+1_NPA_charge,ligand_c_min+1_NPA_core,ligand_c_min+1_NPA_valence,ligand_c_min+1_NPA_Rydberg,ligand_c_min+1_NPA_total,ligand_c_min+1_NMR_shift,ligand_c_min+1_NMR_anisotropy,ligand_c_min+1_ES_root_Mulliken_charge,ligand_c_min+1_ES_root_NPA_charge,ligand_c_min+1_ES_root_NPA_core,ligand_c_min+1_ES_root_NPA_valence,ligand_c_min+1_ES_root_NPA_Rydberg,ligand_c_min+1_ES_root_NPA_total,ligand_c_max_atom_number,ligand_c_max_atom,ligand_c_max_atom=P,ligand_c_max_Mulliken_charge,ligand_c_max_APT_charge,ligand_c_max_NPA_charge,ligand_c_max_NPA_core,ligand_c_max_NPA_valence,ligand_c_max_NPA_Rydberg,ligand_c_max_NPA_total,ligand_c_max_NMR_shift,ligand_c_max_NMR_anisotropy,ligand_c_max_ES_root_Mulliken_charge,ligand_c_max_ES_root_NPA_charge,ligand_c_max_ES_root_NPA_core,ligand_c_max_ES_root_NPA_valence,ligand_c_max_ES_root_NPA_Rydberg,ligand_c_max_ES_root_NPA_total,ligand_c_max-1_atom_number,ligand_c_max-1_atom,ligand_c_max-1_atom=C,ligand_c_max-1_atom=H,ligand_c_max-1_atom=P,ligand_c_max-1_Mulliken_charge,ligand_c_max-1_APT_charge,ligand_c_max-1_NPA_charge,ligand_c_max-1_NPA_core,ligand_c_max-1_NPA_valence,ligand_c_max-1_NPA_Rydberg,ligand_c_max-1_NPA_total,ligand_c_max-1_NMR_shift,ligand_c_max-1_NMR_anisotropy,ligand_c_max-1_ES_root_Mulliken_charge,ligand_c_max-1_ES_root_NPA_charge,ligand_c_max-1_ES_root_NPA_core,ligand_c_max-1_ES_root_NPA_valence,ligand_c_max-1_ES_root_NPA_Rydberg,ligand_c_max-1_ES_root_NPA_total,ligand_c_min_%VBur,ligand_c_min+1_%VBur,ligand_c_max_%VBur,ligand_c_max-1_%VBur
CataCXiumA-5,CCCCP(C12C[C@@H]3C[C@@H](C[C@H](C2)C3)C1)C45C[C@H]6C[C@@H](C5)C[C@@H](C4)C6,C24H39P,64,0,1,met,1.1545,358.5459,3128.781,9567.8573,-0.20039,0.05074,0.074825,0.125565,0.125565,-1279.4282568,0.594303,0.616419,0.617364,0.544435,-1278.833954,-1278.811837,-1278.810893,-1278.883822,1.7153,2970.762,9574.5211,205.89,0.0609,0.000,198.38,0.1135,0.000,192.18,0.0228,0.000,175.69,0.0005,0.000,170.72,0.0583,0.000,169.47,0.0619,0.000,163.64,0.0210,0.000,162.84,0.0181,0.000,161.23,0.0107,0.000,160.64,0.0015,0.000,4,C,0,1,0,-0.482792,-0.111645,-0.76623,1.99934,4.75420,0.01269,6.76623,171.4515,13.1375,-0.472431,-0.81970,1.99929,4.80135,0.01905,6.81970,1,C,1,0,-0.446658,0.082790,-0.67806,1.99946,4.67095,0.00764,6.67806,176.3041,18.7402,-0.445159,-0.67996,1.99946,4.67267,0.00782,6.67996,5,P,1,0.415052,0.356517,0.85055,9.99869,4.11553,0.03523,14.14945,350.7647,72.7801,0.419574,1.09437,9.99771,3.83439,0.07353,13.90563,40,H,0,1,0,0.162522,-0.004557,0.24463,0.00000,0.75410,0.00126,0.75537,30.6154,6.9943,0.173726,0.25079,0.00000,0.74784,0.00137,0.74921,0.7375827071045776,0.45492649920661055,0.8186880632316398,0.6243226250711056
CataCXiumA-8,CCCCP(C12C[C@@H]3C[C@@H](C[C@H](C2)C3)C1)C45C[C@H]6C[C@@H](C5)C[C@@H](C4)C6,C24H39P,64,0,1,met,1.1732,358.5459,3424.926,9854.4156,-0.2014,0.05081,0.075295,0.126105,0.126105,-1279.42960383,0.594117,0.616387,0.617331,0.543952,-1278.835487,-1278.813217,-1278.812273,-1278.885652,1.1789,3591.185,9860.6056,205.35,0.0615,0.000,194.54,0.0884,0.000,192.43,0.0485,0.000,176.24,0.0008,0.000,170.88,0.1045,0.000,168.26,0.0149,0.000,162.74,0.0087,0.000,161.66,0.0168,0.000,161.02,0.0065,0.000,159.93,0.0118,0.000,4,C,0,1,0,-0.475918,-0.141919,-0.76904,1.99934,4.75628,0.01341,6.76904,169.7721,14.3354,-0.459798,-0.83467,1.99929,4.81391,0.02147,6.83467,1,C,1,0,-0.442700,0.062414,-0.67735,1.99946,4.67040,0.00749,6.67735,176.1661,19.0424,-0.442303,-0.67822,1.99946,4.67111,0.00765,6.67822,5,P,1,0.408769,0.380656,0.86733,9.99870,4.09848,0.03550,14.13267,334.1398,67.1310,0.384307,1.08628,9.99772,3.83935,0.07665,13.91372,40,H,0,1,0,0.163730,0.003986,0.24371,0.00000,0.75488,0.00141,0.75629,30.6226,7.2395,0.167844,0.24669,0.00000,0.75147,0.00184,0.75331,0.7375228286578246,0.44390886500404175,0.791982275979761,0.6302206520762852
CataCXiumA-9,CCCCP(C12C[C@@H]3C[C@@H](C[C@H](C2)C3)C1)C45C[C@H]6C[C@@H](C5)C[C@@H](C4)C6,C24H39P,64,0,1,met,1.1325,358.5459,3153.453,9759.6378,-0.20146,0.05028,0.07559,0.12587,0.12587,-1279.42983399,0.594146,0.61638,0.617324,0.544162,-1278.835688,-1278.813454,-1278.81251,-1278.885672,0.9227,3253.036,9765.8498,205.82,0.0656,0.000,194.36,0.1047,0.000,192.79,0.0348,0.000,175.83,0.0006,0.000,170.86,0.1152,0.000,167.89,0.0059,0.000,162.76,0.0064,0.000,161.89,0.0183,0.000,160.95,0.0056,0.000,159.89,0.0098,0.000,4,C,0,1,0,-0.474263,-0.145319,-0.77141,1.99935,4.75871,0.01336,6.77141,168.6029,21.6086,-0.454992,-0.84009,1.99930,4.81901,0.02179,6.84009,1,C,1,0,-0.442233,0.060218,-0.67815,1.99946,4.67117,0.00752,6.67815,175.6128,18.2255,-0.438147,-0.67845,1.99946,4.67128,0.00771,6.67845,5,P,1,0.408329,0.382463,0.86828,9.99870,4.09744,0.03557,14.13172,333.3381,68.1138,0.377994,1.08226,9.99772,3.84297,0.07705,13.91774,39,H,0,1,0,0.157133,-0.007802,0.24435,0.00000,0.75405,0.00160,0.75565,31.2039,7.9748,0.159530,0.24710,0.00000,0.75070,0.00219,0.75290,0.7401574803149606,0.4453160085027394,0.7929103919044339,0.6009700308374001
CataCXiumA-10,CCCCP(C12C[C@@H]3C[C@@H](C[C@H](C2)C3)C1)C45C[C@H]6C[C@@H](C5)C[C@@H](C4)C6,C24H39P,64,0,1,met,1.1732,358.5459,2959.416,9854.3081,-0.2014,0.05081,0.075295,0.126105,0.126105,-1279.42960379,0.594118,0.616388,0.617332,0.543952,-1278.835486,-1278.813216,-1278.812272,-1278.885652,1.179,3025.92,9860.4987,205.35,0.0615,0.000,194.54,0.0884,0.000,192.43,0.0485,0.000,176.24,0.0008,0.000,170.88,0.1045,0.000,168.26,0.0149,0.000,162.74,0.0088,0.000,161.66,0.0168,0.000,161.02,0.0065,0.000,159.93,0.0118,0.000,4,C,0,1,0,-0.475912,-0.141937,-0.76905,1.99934,4.75630,0.01341,6.76905,169.7721,14.3305,-0.459793,-0.83468,1.99929,4.81392,0.02146,6.83468,1,C,1,0,-0.442700,0.062411,-0.67735,1.99946,4.67040,0.00749,6.67735,176.1649,19.0431,-0.442302,-0.67822,1.99946,4.67111,0.00765,6.67822,5,P,1,0.408765,0.380666,0.86734,9.99870,4.09847,0.03550,14.13266,334.1506,67.1241,0.384322,1.08632,9.99772,3.83931,0.07665,13.91368,39,H,0,1,0,0.163727,0.003985,0.24372,0.00000,0.75487,0.00141,0.75628,30.6223,7.2373,0.167845,0.24670,0.00000,0.75146,0.00184,0.75330,0.737433010987695,0.44387892578066523,0.791922397533008,0.6302206520762852
CataCXiumA-11,CCCCP(C12C[C@@H]3C[C@@H](C[C@H](C2)C3)C1)C45C[C@H]6C[C@@H](C5)C[C@@H](C4)C6,C24H39P,64,0,1,met,1.1325,358.5459,3352.598,9759.5753,-0.20146,0.05028,0.07559,0.12587,0.12587,-1279.42983399,0.594146,0.61638,0.617325,0.544162,-1278.835688,-1278.813454,-1278.812509,-1278.885672,0.9227,3219.822,9765.7879,205.82,0.0656,0.000,194.37,0.1047,0.000,192.79,0.0348,0.000,175.83,0.0006,0.000,170.86,0.1152,0.000,167.89,0.0059,0.000,162.76,0.0064,0.000,161.89,0.0183,0.000,160.95,0.0056,0.000,159.89,0.0098,0.000,4,C,0,1,0,-0.474260,-0.145311,-0.77141,1.99935,4.75870,0.01336,6.77141,168.6017,21.6124,-0.454984,-0.84009,1.99930,4.81900,0.02179,6.84009,1,C,1,0,-0.442233,0.060216,-0.67815,1.99946,4.67117,0.00752,6.67815,175.6124,18.2259,-0.438147,-0.67845,1.99946,4.67128,0.00771,6.67845,5,P,1,0.408325,0.382469,0.86828,9.99870,4.09745,0.03557,14.13172,333.3402,68.1023,0.377991,1.08227,9.99772,3.84296,0.07705,13.91773,40,H,0,1,0,0.157135,-0.007806,0.24436,0.00000,0.75404,0.00160,0.75564,31.2041,7.9743,0.159529,0.24711,0.00000,0.75070,0.00219,0.75289,0.7400676626448309,0.4452860692793629,0.7929103919044339,0.6009700308374001
CataCXiumA-12,CCCCP(C12C[C@@H]3C[C@@H](C[C@H](C2)C3)C1)C45C[C@H]6C[C@@H](C5)C[C@@H](C4)C6,C24H39P,64,0,1,met,1.1757,358.5459,3860.771,10041.5369,-0.20149,0.0507,0.075395,0.126095,0.126095,-1279.43116175,0.594044,0.616353,0.617297,0.544034,-1278.837118,-1278.814809,-1278.813865,-1278.887128,1.2736,3558.623,10047.6351,205.35,0.0602,0.000,194.01,0.1145,0.000,191.47,0.0259,0.000,176.05,0.0006,0.000,170.68,0.1199,0.000,167.56,0.0030,0.000,162.19,0.0143,0.000,161.57,0.0035,0.000,161.28,0.0158,0.000,159.56,0.0078,0.000,4,C,0,1,0,-0.472856,-0.127469,-0.76676,1.99935,4.75410,0.01331,6.76676,166.4932,22.0082,-0.457103,-0.83109,1.99930,4.81070,0.02110,6.83109,1,C,1,0,-0.441906,0.081899,-0.67340,1.99946,4.66651,0.00743,6.67340,173.6270,24.7587,-0.442785,-0.67414,1.99946,4.66712,0.00756,6.67414,5,P,1,0.408876,0.377159,0.86723,9.99870,4.09851,0.03556,14.13277,334.2865,67.9060,0.387871,1.08951,9.99771,3.83619,0.07658,13.91049,40,H,0,1,0,0.157550,-0.007212,0.24506,0.00000,0.75337,0.00156,0.75494,30.9795,7.8399,0.161858,0.24835,0.00000,0.74967,0.00198,0.75165,0.7174934882189156,0.42028681775994725,0.7926409388940451,0.5821981377803059
CataCXiumA-13,CCCCP(C12C[C@@H]3C[C@@H](C[C@H](C2)C3)C1)C45C[C@H]6C[C@@H](C5)C[C@@H](C4)C6,C24H39P,64,0,1,met,1.1826,358.5459,3879.916,9683.3791,-0.19695,0.0509,0.07302499999999999,0.123925,0.123925,-1279.42647404,0.594101,0.616306,0.617251,0.544126,-1278.832373,-1278.810168,-1278.809223,-1278.882348,2.3383,3578.888,9692.7621,208.29,0.0356,0.000,199.07,0.0511,0.000,192.11,0.0857,0.000,178.06,0.0137,0.000,174.03,0.0031,0.000,170.44,0.0730,0.000,165.57,0.0213,0.000,162.84,0.0080,0.000,161.92,0.0251,0.000,160.10,0.0025,0.000,4,C,0,1,0,-0.487831,-0.115470,-0.78019,1.99934,4.76681,0.01404,6.78019,166.1571,28.0866,-0.503126,-0.82220,1.99930,4.80597,0.01693,6.82220,1,C,1,0,-0.443090,0.060849,-0.67861,1.99946,4.67163,0.00752,6.67861,176.2332,18.8790,-0.444809,-0.68026,1.99946,4.67305,0.00775,6.68026,5,P,1,0.407129,0.401768,0.87088,9.99870,4.09351,0.03692,14.12912,330.5086,59.7141,0.516420,1.23230,9.99769,3.70757,0.06245,13.76770,39,H,0,1,0,0.163045,-0.015439,0.25169,0.00000,0.74700,0.00132,0.74831,30.1233,6.6130,0.177820,0.25659,0.00000,0.74091,0.00250,0.74341,0.724319631148768,0.4460944283105296,0.790664950151193,0.5702224484296877
dppf-2,[c-]1(P(C2=CC=CC=C2)C3=CC=CC=C3)cccc1.[c-]4(P(C5=CC=CC=C5)C6=CC=CC=C6)cccc4.[Fe+2],C34H28FeP2,65,0,1,met,1.7382,554.3897,4337.615,18814.9448,-0.19418,-0.01615,0.105165,0.089015,0.089015,-3258.8076946,0.51748,0.549339,0.550284,0.449539,-3258.290215,-3258.258355,-3258.257411,-3258.358156,1.7987,4476.049,18816.861,536.52,0.0002,0.000,535.72,0.0008,0.000,472.31,0.0015,0.000,465.55,0.0001,0.000,358.17,0.0003,0.000,348.40,0.0000,0.000,293.85,0.0010,0.000,291.46,0.0180,0.000,289.71,0.0008,0.000,286.73,0.0008,0.000,2,C,0,1,0,-0.227187,-0.122166,-0.46940,1.99863,4.44254,0.02823,6.46940,110.2458,86.8906,-0.221997,-0.48276,1.99866,4.45629,0.02781,6.48276,14,C,1,0,-0.227190,-0.122163,-0.46940,1.99863,4.44254,0.02823,6.46940,110.2459,86.8873,-0.221995,-0.48275,1.99866,4.45628,0.02781,6.48275,20,P,1,0.390827,0.705665,0.92472,9.99827,4.03263,0.04438,14.07528,378.5923,49.8503,0.387728,0.92310,9.99827,4.03428,0.04436,14.07690,21,P,0,0,1,0.390802,0.705670,0.92471,9.99827,4.03264,0.04438,14.07529,378.5938,49.8613,0.387700,0.92309,9.99827,4.03429,0.04436,14.07691,0.8327894374419927,0.8326696805484866,0.7481811921798748,0.7483009490733811
dppf-4,[c-]1(P(C2=CC=CC=C2)C3=CC=CC=C3)cccc1.[c-]4(P(C5=CC=CC=C5)C6=CC=CC=C6)cccc4.[Fe+2],C34H28FeP2,65,0,1,met,2.3599,554.3897,4765.918,21977.2958,-0.19412,-0.01893,0.106525,0.08759499999999999,0.08759499999999999,-3258.80815585,0.517469,0.549338,0.550283,0.448458,-3258.290687,-3258.258817,-3258.257873,-3258.359698,2.4016,4640.499,21979.0115,525.80,0.0010,0.000,525.70,0.0001,0.000,465.50,0.0002,0.000,461.50,0.0007,0.000,351.37,0.0001,0.000,348.91,0.0003,0.000,298.78,0.0001,0.000,297.67,0.0076,0.000,296.60,0.0012,0.000,294.94,0.0001,0.000,13,C,0,1,0,-0.218570,-0.136143,-0.46784,1.99861,4.44090,0.02833,6.46784,110.9565,83.5407,-0.215864,-0.47978,1.99864,4.45325,0.02789,6.47978,2,C,1,0,-0.218577,-0.136132,-0.46784,1.99861,4.44090,0.02833,6.46784,110.9553,83.5391,-0.215870,-0.47979,1.99864,4.45326,0.02789,6.47979,18,P,1,0.376430,0.738886,0.92561,9.99829,4.03251,0.04359,14.07439,375.5315,53.1464,0.374468,0.92358,9.99829,4.03472,0.04341,14.07642,19,P,0,0,1,0.376442,0.738866,0.92561,9.99829,4.03251,0.04359,14.07439,375.5304,53.1533,0.374479,0.92358,9.99829,4.03472,0.04341,14.07642,0.8228496152809797,0.8228795545043561,0.7212358911409839,0.7212059519176073
dppf-5,[c-]1(P(C2=CC=CC=C2)C3=CC=CC=C3)cccc1.[c-]4(P(C5=CC=CC=C5)C6=CC=CC=C6)cccc4.[Fe+2],C34H28FeP2,65,0,1,met,1.3424,554.3897,4005.186,21194.05,-0.19376,-0.01949,0.106625,0.08713499999999999,0.08713499999999999,-3258.80785986,0.517425,0.549325,0.550269,0.447928,-3258.290435,-3258.258535,-3258.257591,-3258.359932,1.3768,4823.449,21195.8652,526.75,0.0003,0.000,526.54,0.0013,0.000,465.57,0.0002,0.000,462.56,0.0005,0.000,352.38,0.0001,0.000,348.30,0.0003,0.000,300.22,0.0039,0.000,297.60,0.0007,0.000,295.68,0.0038,0.000,293.44,0.0001,0.000,2,C,0,1,0,-0.217301,-0.144297,-0.46733,1.99861,4.44046,0.02826,6.46733,110.8239,82.9688,-0.215810,-0.48196,1.99864,4.45547,0.02785,6.48196,13,C,1,0,-0.220146,-0.132108,-0.46802,1.99861,4.44121,0.02820,6.46802,110.8109,83.8549,-0.217632,-0.48026,1.99864,4.45387,0.02775,6.48026,19,P,1,0.377520,0.726065,0.92450,9.99830,4.03349,0.04372,14.07550,375.3647,53.2024,0.375572,0.92246,9.99830,4.03572,0.04352,14.07754,18,P,0,0,1,0.367656,0.729288,0.92140,9.99829,4.03648,0.04383,14.07860,374.8770,52.1270,0.365363,0.91938,9.99829,4.03863,0.04369,14.08062,0.8245561510134427,0.822550223047214,0.7189305709409898,0.7218646148318912
dppf-6,[c-]1(P(C2=CC=CC=C2)C3=CC=CC=C3)cccc1.[c-]4(P(C5=CC=CC=C5)C6=CC=CC=C6)cccc4.[Fe+2],C34H28FeP2,65,0,1,met,2.4048,554.3897,4695.482,22888.1778,-0.19407,-0.01974,0.106905,0.08716499999999999,0.08716499999999999,-3258.80833029,0.51745,0.549338,0.550282,0.448705,-3258.290881,-3258.258993,-3258.258048,-3258.359626,2.4557,4439.365,22890.436,526.92,0.0004,0.000,525.53,0.0000,0.000,466.76,0.0000,0.000,458.72,0.0000,0.000,354.52,0.0000,0.000,344.37,0.0000,0.000,299.67,0.0042,0.000,298.85,0.0021,0.000,297.01,0.0003,0.000,296.75,0.0002,0.000,2,C,0,1,0,-0.219346,-0.154666,-0.46965,1.99860,4.44277,0.02828,6.46965,112.0737,82.9199,-0.217271,-0.48839,1.99864,4.46173,0.02802,6.48839,12,C,1,0,-0.219354,-0.154639,-0.46965,1.99860,4.44277,0.02828,6.46965,112.0754,82.9168,-0.217283,-0.48839,1.99864,4.46173,0.02802,6.48839,17,P,1,0.368494,0.751071,0.92222,9.99829,4.03584,0.04365,14.07778,375.6885,53.4560,0.365327,0.91997,9.99829,4.03813,0.04361,14.08003,16,P,0,0,1,0.368489,0.751082,0.92221,9.99829,4.03585,0.04365,14.07779,375.6812,53.4616,0.365321,0.91996,9.99829,4.03814,0.04361,14.08004,0.8237477919822759,0.8237477919822759,0.7217149187150085,0.7217149187150085
dppf-8,[c-]1(P(C2=CC=CC=C2)C3=CC=CC=C3)cccc1.[c-]4(P(C5=CC=CC=C5)C6=CC=CC=C6)cccc4.[Fe+2],C34H28FeP2,65,0,1,met,1.3413,554.3897,3961.649,21196.5715,-0.19376,-0.01949,0.106625,0.08713499999999999,0.08713499999999999,-3258.80785984,0.517425,0.549324,0.550268,0.447932,-3258.290435,-3258.258536,-3258.257592,-3258.359928,1.3757,4779.815,21198.3867,526.73,0.0003,0.000,526.52,0.0013,0.000,465.57,0.0002,0.000,462.55,0.0005,0.000,352.38,0.0001,0.000,348.30,0.0003,0.000,300.22,0.0039,0.000,297.60,0.0007,0.000,295.68,0.0038,0.000,293.44,0.0001,0.000,2,C,0,1,0,-0.217300,-0.144292,-0.46733,1.99861,4.44045,0.02826,6.46733,110.8207,82.9659,-0.215814,-0.48196,1.99864,4.45548,0.02785,6.48196,11,C,1,0,-0.220150,-0.132081,-0.46801,1.99861,4.44120,0.02820,6.46801,110.8080,83.8531,-0.217633,-0.48024,1.99864,4.45386,0.02775,6.48024,15,P,1,0.377527,0.726100,0.92448,9.99830,4.03350,0.04372,14.07552,375.3569,53.2129,0.375578,0.92245,9.99830,4.03573,0.04352,14.07755,14,P,0,0,1,0.367660,0.729298,0.92139,9.99829,4.03649,0.04383,14.07861,374.8737,52.1266,0.365365,0.91937,9.99829,4.03864,0.04369,14.08063,0.8246459686835723,0.822550223047214,0.7189605101643664,0.7219544325020208
dtbpf-4,CC(C)(P(C(C)(C)C)[c-]1cccc1)C.CC(C)(P(C(C)(C)C)[c-]2cccc2)C.[Fe+2],C26H44FeP2,73,0,1,met,1.5964,474.4281,4060.11,14221.1933,-0.18924,-0.00095,0.095095,0.09414499999999999,0.09414499999999999,-2963.58390405,0.645984,0.680851,0.681795,0.582823,-2962.93792,-2962.903053,-2962.902109,-2963.001081,1.5572,4060.11,14222.7693,539.15,0.0002,0.000,537.40,0.0002,0.000,472.15,0.0002,0.000,471.32,0.0013,0.000,355.67,0.0001,0.000,355.56,0.0003,0.000,268.07,0.0162,0.000,267.07,0.0001,0.000,264.09,0.0099,0.000,263.89,0.0622,0.000,42,C,0,1,0,-0.453861,0.011238,-0.67680,1.99935,4.66581,0.01164,6.67680,163.4390,30.1595,-0.453964,-0.67705,1.99935,4.66597,0.01172,6.67705,52,C,1,0,-0.453865,0.011248,-0.67680,1.99935,4.66580,0.01164,6.67680,163.4378,30.1652,-0.453968,-0.67704,1.99935,4.66597,0.01172,6.67704,19,P,1,0.429990,0.441274,0.88185,9.99842,4.08111,0.03861,14.11815,332.9511,34.4449,0.428552,0.87987,9.99843,4.08318,0.03851,14.12013,47,P,0,0,1,0.430004,0.441256,0.88184,9.99842,4.08112,0.03861,14.11816,332.9449,34.4525,0.428567,0.87986,9.99843,4.08319,0.03852,14.12014,0.5921678991646957,0.5921080207179426,0.8019819765875272,0.8021017334810335
dtbpf-5,CC(C)(P(C(C)(C)C)[c-]1cccc1)C.CC(C)(P(C(C)(C)C)[c-]2cccc2)C.[Fe+2],C26H44FeP2,73,0,1,met,1.5963,474.4281,3753.033,14220.4769,-0.18924,-0.00095,0.095095,0.09414499999999999,0.09414499999999999,-2963.58390406,0.645985,0.680852,0.681796,0.58282,-2962.937919,-2962.903052,-2962.902108,-2963.001084,1.557,3309.493,14222.0531,539.17,0.0002,0.000,537.42,0.0002,0.000,472.16,0.0002,0.000,471.34,0.0013,0.000,355.67,0.0001,0.000,355.57,0.0003,0.000,268.07,0.0162,0.000,267.07,0.0001,0.000,264.10,0.0098,0.000,263.89,0.0622,0.000,52,C,0,1,0,-0.453867,0.011236,-0.67680,1.99935,4.66580,0.01164,6.67680,163.4387,30.1655,-0.453970,-0.67704,1.99935,4.66597,0.01172,6.67704,42,C,1,0,-0.453868,0.011244,-0.67680,1.99935,4.66580,0.01164,6.67680,163.4375,30.1649,-0.453970,-0.67704,1.99935,4.66597,0.01172,6.67704,19,P,1,0.430026,0.441274,0.88187,9.99842,4.08109,0.03861,14.11813,332.9706,34.4365,0.428588,0.87990,9.99843,4.08316,0.03852,14.12010,47,P,0,0,1,0.430025,0.441230,0.88184,9.99842,4.08112,0.03861,14.11816,332.9594,34.4498,0.428589,0.87986,9.99843,4.08320,0.03851,14.12014,0.5921080207179426,0.5921678991646957,0.8020119158109038,0.802071794257657
P(Cy)3-1,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,C18H33P,52,0,1,met,1.1472,280.4325,2557.098,6142.9062,-0.2016,0.05385,0.073875,0.127725,0.127725,-1047.15423924,0.486416,0.505556,0.5065,0.439793,-1046.667823,-1046.648683,-1046.647739,-1046.714446,1.3821,2914.542,6147.0226,204.38,0.0712,0.000,197.63,0.0956,0.000,188.37,0.0094,0.000,176.98,0.0244,0.000,169.48,0.0132,0.000,168.65,0.0081,0.000,164.44,0.0075,0.000,158.02,0.0027,0.000,157.06,0.0018,0.000,153.84,0.0047,0.000,2,C,0,1,0,-0.298141,-0.040863,-0.54795,1.99920,4.53302,0.01574,6.54795,157.8727,15.7077,-0.245977,-0.60802,1.99915,4.58527,0.02361,6.60802,16,C,1,0,-0.281959,-0.030850,-0.53631,1.99924,4.52181,0.01527,6.53631,152.6202,19.6166,-0.282475,-0.60085,1.99920,4.57693,0.02473,6.60085,1,P,1,0.392538,0.320309,0.79840,9.99870,4.16874,0.03416,14.20160,354.7681,83.7445,0.324262,0.97716,9.99776,3.93499,0.09009,14.02284,45,H,0,1,0,0.155063,-0.017639,0.23841,0.00000,0.76026,0.00133,0.76159,29.9981,5.0389,0.140231,0.22724,0.00000,0.77119,0.00157,0.77276,0.8104248375797132,0.8138379090446394,0.8231789467381215,0.5129187748869795
P(Cy)3-3,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,C18H33P,52,0,1,met,1.1957,280.4325,2400.101,6059.7006,-0.19996,0.05187,0.074045,0.125915,0.125915,-1047.15209214,0.486274,0.505453,0.506397,0.439733,-1046.665818,-1046.646639,-1046.645695,-1046.712359,1.3072,2546.449,6063.9344,208.70,0.0583,0.000,196.00,0.0933,0.000,191.47,0.0060,0.000,179.91,0.0285,0.000,176.66,0.0131,0.000,172.52,0.0133,0.000,164.35,0.0066,0.000,158.80,0.0071,0.000,157.76,0.0267,0.000,157.30,0.0134,0.000,2,C,0,1,0,-0.299991,-0.050330,-0.55313,1.99922,4.53811,0.01581,6.55313,156.7807,13.5914,-0.280988,-0.64925,1.99919,4.62489,0.02517,6.64925,9,C,1,0,-0.277965,-0.053844,-0.54125,1.99923,4.52709,0.01493,6.54125,157.6727,13.9496,-0.264382,-0.55898,1.99917,4.53882,0.02099,6.55898,1,P,1,0.388480,0.341157,0.80783,9.99872,4.15709,0.03635,14.19217,330.9859,42.1844,0.349551,1.03620,9.99774,3.88000,0.08605,13.96380,39,H,0,1,0,0.157361,-0.015647,0.23989,0.00000,0.75880,0.00131,0.76011,29.9080,5.1781,0.138814,0.22649,0.00000,0.77102,0.00249,0.77351,0.8046765066914164,0.8288374599562888,0.8119517379719169,0.5115415706116583
